Case No,Division,Water District,Waterbody Name,Waterbody Type,Appropriation Type,Appropriation Date,Prior Adjudication Date,WDID,Upper Terminus,UT UTM East,UT UTM North,Lower Terminus,LT UTM East,LT UTM North,Lake UTM North,Lake UTM East,Location,Length,Flow Amounts,Volume in AF,County,Watershed
20CW3078,4,59,Spring Creek,Stream,New Appropriation,,,,confl Bear Creek at,349182.58,4298075.72,confl Taylor River at,345706.96,4287535.69,,,"(38.723017, -106.774881)",8.17,13.5 (04/01 - 07/31),,Gunnison,East-Taylor
98CW0150,2,15,Graneros Creek,Stream,New Appropriation,05/11/1998,,1503006,headwaters in vicinity of,497958.84,4193755.06,hdgt Evergreen Ditch in,504379.87,4195372.55,,,"(37.905869, -104.950175)",5.4,"0.5 (3/15 - 4/30), 1.25 (5/1 - 8/14), 0.3 (12/1 - 3/14), 0.5 (8/15 - 11/30)",,Pueblo,Upper Arkansas
98CW0219,4,62,Powderhorn Creek,Stream,New Appropriation,05/11/1998,,6201761,confl M & E Fk Powderhorn Cr in,315499.84,4232852.80,confl W Fk Powderhorn Creek in,314397.37,4235076.84,,,"(38.244556, -107.120936)",1.8,"2.75 (4/1 - 10/31), 2 (11/1 - 3/31)",,Gunnison,Upper Gunnison
79CW0002,1,5,Tahosa Creek,Stream,New Appropriation,09/19/1978,,0502116,headwaters in,453784.24,4460544.11,confl Cabin Creek in,456632.95,4454504.25,,,"(40.239856, -105.509836)",5,2 (1/1 - 12/31),,"Boulder, Larimer",St. Vrain
83CW0239,4,28,Chavez Creek,Stream,New Appropriation,06/03/1982,,2801075,headwaters in vicinity of,334327.51,4211274.34,confl Pauline Creek at,342222.66,4219441.40,,,"(38.109167, -106.799167)",6,1.5 (1/1 - 12/31),,Saguache,Tomichi
14CW3157,5,45,East Divide Creek,Stream,New Appropriation,01/28/2014,,4502008,confl Gennings Creek at,286847.73,4357464.01,confl Camp Creek at,286791.88,4362318.95,,,"(39.384167, -107.475556)",3.52,"1.4 (4/1 - 4/15), 4.8 (4/16 - 6/30), 1.5 (7/1 - 7/15), 1.2 (7/16 - 7/30), 0.3 (8/1 - 3/31)",,"Garfield, Mesa",Colorado Headwaters-Plateau
W-3338-77,4,59,BETTY LAKE,Lake,New Appropriation,03/09/1977,,5903734,na,,,na,,,4310002.15,351502.21,"(38.926389, -106.7125)",,,14,Gunnison,East-Taylor
W-4309-75,2,12,"BUSHNELL LAKE, UPPER",Lake,New Appropriation,07/09/1975,,1203303,na,,,na,,,4244600.87,422428.92,,,,191,Fremont,Arkansas Headwaters
82CW0154,2,13,North Greenleaf Creek,Stream,New Appropriation,06/03/1982,,1303022,headwaters in vicinity of,442813.55,4225247.48,confl S Greenleaf Creek at,445359.16,4226161.43,,,"(38.181389, -105.623333)",2,0.5 (01/01 - 12/31),,Custer,Arkansas Headwaters
77W1263,6,58,Scott Run,Stream,New Appropriation,09/23/1977,,5802305,headwaters in vicinity of,349410.39,4521831.46,confl Hinman Creek at,346752.31,4517828.46,,,"(40.797222, -106.815833)",3,3 (1/1 - 12/31),,Routt,Upper Yampa
84CW0283,7,31,Los Pinos River,Stream,New Appropriation,07/13/1984,,3101900,confl Lake Creek in,284922.34,4152946.78,confl Vallecito Res in,276126.48,4143036.63,,,"(37.407086, -107.529442)",9.3,32 (1/1 - 12/31),,"Hinsdale, La Plata",Upper San Juan
94CW0260,1,9,Bear Creek,Stream,New Appropriation,09/13/1994,,0902115,confl Swede Gulch in,475424.90,4390038.32,hdgt Harriman Ditch in,483909.08,4389219.97,,,"(39.652625, -105.187558)",8.2,"14.9 (4/1 - 10/15), 7 (10/16 - 3/31)",,Jefferson,Upper South Platte
94CW0046,3,20,South Clear Creek,Stream,New Appropriation,03/09/1994,,2001866,headwaters in,298424.74,4182072.56,inlet of Upper Hermit Lake in,300628.34,4184064.41,,,"(37.782203, -107.263989)",1.9,"1 (4/1 - 10/15), 0.5 (10/16 - 3/31)",,Hinsdale,Rio Grande Headwaters
76W2918,4,63,Little Creek,Stream,New Appropriation,07/30/1976,,6300621,headwaters in,174370.15,4291005.60,confl Gill Creek in,179012.30,4293923.88,,,"(38.735689, -108.692647)",4,1 (1/1 - 12/31),,Mesa,Lower Dolores
10CW0051,6,54,South Fork Slater Creek,Stream,New Appropriation,01/26/2010,,5400663,confl W Prong SF Slater Creek at,306360.68,4522082.97,confl Slater Creek at,306913.55,4524828.95,,,"(40.851667, -107.290556)",1.96,"9 (3/15 - 7/15), 2 (7/16 - 8/15), 0.8 (8/16 - 10/15), 5.25 (10/16 - 3/14)",,Routt,Little Snake
19CW3077,2,16,Baker Creek,Stream,New Appropriation,01/29/2019,,1603005,headwaters in the vicinity of,485496.58,4134666.58,USFS property boundary at,488637.74,4133589.16,,,"(37.348931, -105.128289)",2.13,"2.1 (05/01 - 06/30), 1.3 (07/01 - 08/31), 0.5 (09/01 - 03/31), 1 (04/01 - 04/30)",,Huerfano,Huerfano
W-3810-77,3,25,"SAND CREEK LAKE, LITTLE",Lake,New Appropriation,01/19/1977,,3503525,na,,,na,,,4195159.29,453624.91,"(37.902778, -105.526944)",,,210,Saguache,San Luis
86CW0301,1,5,Left Hand Creek,Stream,New Appropriation,09/05/1986,,0502124,confl unnamed tributary in,457104.63,4434061.14,confl Spring Gulch in,464186.01,4436094.98,,,"(40.074358, -105.420019)",4.8,1 (1/1 - 12/31),,Boulder,St. Vrain
11CW0152,5,51,Saint Louis Creek,Stream,Acquisition,,,,Confluence of Fool Creek,,,Confluence of West St. Louis Creek,,,,,,0.4,"10 (5/15 - 5/31), 11 (6/1 - 7/31), 10 (8/1 - 9/15), 3 (9/16 - 5/14)",,Grand,Colorado Headwaters
90CW0304,5,51,Saint Louis Creek,Stream,New Appropriation,11/27/1990,,5102091,hdgt Denver Water Board div at,422217.20,4411768.18,confl E St Louis Creek at,424563.45,4416721.83,,,"(39.897222, -105.881944)",3.7,"10 (5/15 - 9/15), 2 (9/16 - 5/14)",,Grand,Colorado Headwaters
80CW0035,7,29,Quartz Creek,Stream,New Appropriation,01/30/1980,,2901911,outlet Quartz Lake at,343439.37,4132354.81,confl EF San Juan River at,343852.19,4142560.09,,,"(37.416667, -106.764167)",7.5,8 (1/1 - 12/31),,Archuleta,Upper San Juan
STL2,6,43,Big Beaver Creek,Stream,Acquisition,,,,Outlet Lake Avery Reservoir,,,Confluence of White River,,,,,,0.5,,,Rio Blanco,Upper White
02CW0373,1,23,South Fork South Platte River,Stream,New Appropriation,01/23/2002,,2302134,US Highway 285 at,415709.67,4325221.44,S section line S13 T12S R77W 6PM,417745.43,4317040.77,,,"(38.998333, -105.949167)",6.1,"10 (4/15 - 10/31), 4.4 (11/1 - 4/14)",,Park,South Platte Headwaters
80CW0216,1,80,Lost Creek,Stream,New Appropriation,05/07/1980,,8002122,confl NF & SF Lost Creek at,456611.05,4348303.73,terminus at,462185.17,4343806.91,,,"(39.242778, -105.4375)",5.6,5 (1/1 - 12/31),,Park,Upper South Platte
80CW0214,1,80,Wigwam Creek,Stream,New Appropriation,05/07/1980,,8002125,headwaters in vicinity of,462116.05,4346739.67,confl South Platte River in,478003.67,4343490.06,,,"(39.240439, -105.254886)",12.2,3 (1/1 - 12/31),,"Jefferson, Park",Upper South Platte
89CW0204,1,4,North Fork Big Thompson River,Stream,New Appropriation,11/14/1989,,0402102,confl Miller Fork at,464721.40,4478831.26,confl Big Thompson River at,471268.16,4475807.58,,,"(40.432222, -105.338333)",5.3,"3.5 (11/1 - 3/31), 8 (4/1 - 10/31)",,Larimer,Big Thompson
02CW0269,4,60,Howard Fork,Stream,New Appropriation,01/23/2002,,6001292,confl Waterfall Creek at,250565.63,4193711.33,inlet of unnamed lake at,248236.95,4193895.69,,,"(37.857778, -107.861111)",1.5,"8.3 (5/15 - 10/31), 3 (11/1 - 5/14)",,San Miguel,San Miguel
90CW0288,5,51,Middle Fork Ranch Creek,Stream,New Appropriation,11/27/1990,,5102083,headwaters at Deadman Lake at,440771.41,4419116.32,hdgt Denver Water Board div in,437189.52,4420158.21,,,"(39.929203, -105.735069)",2.6,"0.5 (11/1 - 3/31), 3.5 (5/1 - 8/14), 1.5 (8/15 - 10/31)",,Grand,Colorado Headwaters
W-1544-76,7,31,GRANITE LAKE,Lake,New Appropriation,05/12/1976,,3103915,na,,,na,,,4165609.05,293635.41,"(37.614444, -107.3375)",,,2016,Hinsdale,Upper San Juan
77W3640,5,36,Middle Willow Creek,Stream,New Appropriation,01/19/1977,,3602017,headwaters in vicinity of,400778.94,4388227.42,confl N Willow Creek in,405756.01,4389564.42,,,"(39.650683, -106.098489)",2,2 (1/1 - 12/31),,Summit,Blue
10CW0187,4,60,Tabeguache Creek,Stream,New Appropriation,01/26/2010,,6002071,confl Fortyseven Creek at,192633.18,4252653.69,hdgt Templeton Ditch at,186297.80,4252047.66,,,"(38.361667, -108.590278)",5.4,"4.75 (4/1 - 6/30), 1.9 (7/1 - 11/30), 1.6 (12/1 - 3/31)",,Montrose,San Miguel
W-3197-76,5,36,"WHEELER LAKE #2, UPPER",Lake,New Appropriation,03/17/1976,,3603594,na,,,na,,,4375317.99,399671.23,"(39.521667, -106.166667)",,,70,Summit,Blue
78W3798,5,37,Grouse Creek,Stream,New Appropriation,05/12/1978,,3702023,headwaters in vicinity of,372109.77,4377214.11,confl West Grouse Creek in,376083.20,4383117.69,,,"(39.588831, -106.443053)",5,1 (1/1 - 12/31),,Eagle,Eagle
84CW0143,3,20,Spring Creek,Stream,New Appropriation,08/16/1982,,2001728,headwaters in vicinity of,309985.35,4200752.46,confl North Clear Creek at,310618.47,4191523.56,,,"(37.851389, -107.151389)",6.1,"2 (10/1 - 4/30), 4 (5/1 - 9/30)",,Hinsdale,Rio Grande Headwaters
74W7636,1,6,Boulder Creek,Stream,New Appropriation,10/01/1973,,0602100,PSC Hydro Plant outfall in,471580.14,4428327.25,75th Street bridge in,484780.45,4433504.99,,,"(40.051647, -105.178433)",12,15 (1/1 - 12/31),,Boulder,St. Vrain
W-3353-77,4,28,MILL LAKE,Lake,New Appropriation,05/12/1976,,2803641,na,,,na,,,4281119.42,361057.85,,,,29,Gunnison,Tomichi
77W8728,1,23,South Fork South Platte River,Stream,New Appropriation,11/15/1977,,2302103,headwaters in vicinity of,397959.63,4331614.23,confl Rich Creek at,403268.08,4324954.19,,,"(39.063056, -106.117778)",5,7 (1/1 - 12/31),,Park,South Platte Headwaters
87CW0050,7,30,Elk Creek,Stream,New Appropriation,05/15/1987,,3001924,confl unnamed tributary at,244165.85,4159877.98,confl Hermosa Creek at,240800.27,4155911.97,,,"(37.513611, -107.931944)",3.5,"2 (4/1 - 6/30), 1 (7/1 - 3/31)",,La Plata,Animas
90CW0193,1,6,Boulder Creek,Stream,Acquisition,05/15/1956,,0602100,PSC Hydro Plant outfall in,471580.14,4428327.25,75th Street bridge in,484780.45,4433504.99,,,"(40.051647, -105.178433)",12,15 (1/1 - 12/31),,Boulder,St. Vrain
95CW0289,5,52,Castle Creek,Stream,New Appropriation,11/06/1995,,5202011,confl unnamed tributary at,340983.32,4407494.19,hdgt Castle Creek Ditch in,344000.32,4412895.16,,,"(39.851758, -106.823561)",4.6,"0.5 (9/1 - 3/31), 1.75 (4/1 - 7/31), 1 (8/1 - 8/31)",,Eagle,Colorado Headwaters
94CW0263,1,9,Bear Creek,Stream,New Appropriation,09/13/1994,,0902107,unnamed lake at,445244.19,4383188.22,confl Beartrack Creek at,450706.52,4383395.22,,,"(39.598889, -105.573611)",3.8,"2.5 (10/1 - 4/30), 6.5 (5/1 - 9/30)",,Clear Creek,Upper South Platte
16CW3114,5,51,Morgan Gulch,Stream,New Appropriation,01/26/2016,,5102148,headwaters in the vicinity of,409451.48,4421517.50,confl Williams Fork River at,404582.18,4419544.92,,,"(39.920633, -106.116528)",4.1,"2.1 (5/1 - 7/31), 0.8 (8/1 - 9/30), 0.3 (10/1 - 4/30)",,Grand,Colorado Headwaters
11CW0152,5,51,Elk Creek,Stream,Acquisition,,,,Denver Water Diversion at Elk Creek (aka Main Elk Creek),,,Confluence of West Main Elk Creek,,,,,,0.05,,,Grand,Colorado Headwaters
78W3770,5,51,Trout Creek,Stream,New Appropriation,05/12/1978,,5102002,headwaters in vicinity of,413777.51,4469255.50,confl Willow Creek at,411461.43,4463493.48,,,"(40.317222, -106.041111)",3,1 (1/1 - 12/31),,Grand,Colorado Headwaters
W-3038-76,5,37,MIDDLE LAKE,Lake,New Appropriation,01/14/1976,,3703564,na,,,na,,,4375926.86,363855.99,"(39.522222, -106.583333)",,,130,Eagle,Eagle
W-3366-77,4,62,SAN CRISTOBAL LAKE,Lake,New Appropriation,05/12/1976,,6203542,na,,,na,,,4205139.27,298837.58,,,,13545,Hinsdale,Upper Gunnison
80CW0089,4,59,Copper Creek,Stream,New Appropriation,03/17/1980,,5901547,outlet natural lake in vicinity of,331137.41,4319872.02,confl East River in,327604.32,4313585.01,,,"(38.954278, -106.989536)",5.9,7 (1/1 - 12/31),,Gunnison,East-Taylor
77W1378,6,58,Spring Creek,Stream,New Appropriation,09/23/1977,,5802312,headwaters in vicinity of,353276.86,4487410.48,confl Water Res in,346928.80,4483677.44,,,"(40.489692, -106.806169)",6,2 (1/1 - 12/31),,Routt,Upper Yampa
11CW0152,5,51,Ranch Creek,Stream,Acquisition,,,,Confluence of Cabin Creek,,,Confluence of Hurd Creek,,,,,,4.37,"7 (05/15 - 09/15), 1.5 (9/16 - 5/14), 50 (4/1 - 9/30), 30 (10/1 - 3/31)",,Grand,Colorado Headwaters
05CW0264,5,36,Boulder Creek,Stream,Acquisition,05/15/1915,07/05/1916 12:00:00 AM,3602010,hdgt Peabody #1 Ditch at,398992.97,4397939.58,confl Blue River at,402885.03,4399184.46,,,"(39.736944, -106.133333)",2.93,"0.04 (5/1 - 5/31), 0.49 (6/1 - 6/30), 0.33 (7/1 - 7/31), 0.2 (8/1 - 8/31)",,Summit,Blue
84CW0171,3,20,West Willow Creek,Stream,New Appropriation,08/16/1982,,2001852,headwaters in vicinity of,326846.12,4204314.19,confl East Willow Creek at,330629.08,4192473.76,,,"(37.864444, -106.924722)",8.4,2 (1/1 - 12/31),,Mineral,Rio Grande Headwaters
94CW0053,3,20,Woodfern Creek,Stream,New Appropriation,03/09/1994,,2001870,headwaters in vicinity of,312348.47,4175159.28,hdgt Woodfern Ditch in,316403.05,4177829.34,,,"(37.729344, -107.083394)",3.3,"2.25 (5/1 - 6/30), 1.25 (7/1 - 8/31), 0.4 (9/1 - 4/15), 1.25 (4/16 - 4/30)",,Mineral,Rio Grande Headwaters
14CW3096,4,59,Slate River,Stream,New Appropriation,01/28/2014,,5901567,confl Poverty Gulch at,321387.33,4312815.03,confl Oh-Be-Joyful Creek at,323966.16,4308782.62,,,"(38.910278, -107.030278)",3.69,30 (5/1 - 7/15),,Gunnison,East-Taylor
82CW0153,2,13,Middle Brush Creek,Stream,New Appropriation,06/03/1982,,1303021,headwaters at Banjo Lake at,438618.15,4225904.05,confl S Brush Creek in,444568.86,4229627.46,,,"(38.212906, -105.633183)",4.6,1.5 (1/1 - 12/31),,Custer,Arkansas Headwaters
84CW0639,1,80,Hoosier Creek,Stream,New Appropriation,01/06/1984,,8002114,headwaters in vicinity of,431560.12,4366393.93,confl Kenosha Creek at,435948.16,4366118.90,,,"(39.441944, -105.744167)",3.2,1 (1/1 - 12/31),,Park,Upper South Platte
11CW0152,5,51,Fraser River,Stream,Acquisition,,,,Confluence of Crooked Creek,,,Confluence of Strawberry Creek,,,,,,6.29,"30 (5/15 - 9/15), 19 (9/16 - 5/14), 100 (1/1 - 12/31)",,Grand,Colorado Headwaters
W-4640-77,2,16,BEAR LAKE,Lake,New Appropriation,01/19/1977,,1603516,na,,,na,,,4130814.01,487464.38,,,,21,Huerfano,Huerfano
W-3610-77,3,22,TOBACCO (TOBASCO) LAKE,Lake,New Appropriation,03/17/1976,,2203592,na,,,na,,,4129083.41,361462.44,"(37.298056, -106.5625)",,,95,Conejos,Conejos
84CW0398,4,62,Cimarron River,Stream,New Appropriation,05/04/1984,,6201682,confl Little Cimarron River in,279308.91,4254790.81,confl Gunnison River in,278031.53,4259180.93,,,"(38.453336, -107.543739)",3.7,16 (1/1 - 12/31),,Montrose,Upper Gunnison
79CW0197,1,23,Pony Creek,Stream,New Appropriation,03/14/1979,,2302110,headwaters in vicinity of,407274.81,4317345.40,confl Buffalo Creek at,414191.56,4315749.76,,,"(38.986389, -105.990278)",4.6,0.5 (1/1 - 12/31),,Park,South Platte Headwaters
83CW0087,7,30,Minnie Gulch,Stream,New Appropriation,05/05/1983,,3001906,headwaters in vicinity of,277915.43,4190224.39,confl Animas River at,273660.19,4193671.41,,,"(37.862222, -107.572222)",3.9,1 (1/1 - 12/31),,San Juan,Animas
87CW0287,1,6,Mammoth Gulch,Stream,New Appropriation,12/11/1987,,0602123,confl unnamed tributary at,447357.45,4415029.91,confl South Boulder Creek at,447745.83,4417109.12,,,"(39.902222, -105.610833)",1.3,"2 (11/1 - 3/31), 4 (4/1 - 10/31)",,Gilpin,St. Vrain
84CW0300,7,71,Fish Creek,Stream,New Appropriation,07/13/1984,,7101922,headwaters in vicinity of,225619.27,4193103.91,confl WF Dolores River at,214751.31,4179887.63,,,"(37.721944, -108.235833)",13.4,3 (1/1 - 12/31),,Dolores,Upper Dolores
98/5/ACQ-01A,5,38,Castle Creek,Stream,Acquisition,03/01/1902,,,hdgt Marolt Ditch at,341505.67,4339018.06,confl Roaring Fork River at,341751.70,4341169.48,,,"(39.205, -106.8325)",2.1,12 (5/1 - 9/30),,Pitkin,Roaring Fork
11CW0152,5,51,Ranch Creek,Stream,Acquisition,,,,Denver Water Diversion at Dribble Creek,,,Confluence of Ranch Creek,,,,,,0.5,,,Grand,Colorado Headwaters
W-4468-76,2,13,"LAKE OF THE CLOUDS, UPR",Lake,New Appropriation,01/14/1976,,1303523,na,,,na,,,4220612.22,442480.04,"(38.131944, -105.658333)",,,94,Custer,Arkansas Headwaters
76W2919,4,63,Gill Creek,Stream,New Appropriation,07/30/1976,,6300618,outlet Casto Res in,180456.30,4293044.78,confl West Creek in,174801.17,4296935.56,,,"(38.761233, -108.742411)",6,4 (1/1 - 12/31),,Mesa,Lower Dolores
W-4356-75,2,11,HAGERMAN LAKE,Lake,New Appropriation,09/10/1975,,1103536,na,,,na,,,4346475.16,373049.17,"(39.258333, -106.470833)",,,38,Lake,Arkansas Headwaters
W-1048-76,6,58,MARGARET LAKE,Lake,New Appropriation,03/17/1976,,5804364,na,,,na,,,4499461.46,351624.17,,,,828,Routt,Upper Yampa
77W1344,6,44,Circle Creek,Stream,New Appropriation,09/23/1977,,4402066,headwaters in,315872.79,4519088.21,confl Elkhead Creek in,319717.15,4514467.47,,,"(40.761419, -107.135875)",2,1 (1/1 - 12/31),,Routt,Upper Yampa
77W1325,6,58,North Fork Morrison Creek,Stream,New Appropriation,09/23/1977,,5802288,headwaters in vicinity of,357872.27,4447700.34,confl Morrison Creek in,353265.89,4445607.79,,,"(40.148011, -106.722689)",4,3 (1/1 - 12/31),,Routt,Upper Yampa
77W4665,2,11,South Cottonwood Creek,Stream,New Appropriation,11/15/1977,,1103052,confl Mineral Creek at,379235.40,4290941.62,confl M Cottonwood Creek at,392677.74,4296189.78,,,"(38.808056, -106.235)",10,10 (1/1 - 12/31),,Chaffee,Arkansas Headwaters
W-3055-76,5,38,"SAVAGE LAKE, LOWER",Lake,New Appropriation,01/14/1976,,3803840,na,,,na,,,4358263.41,368812.36,"(39.363889, -106.522222)",,,308,Pitkin,Roaring Fork
76W2921,4,62,Van Boxel Creek,Stream,New Appropriation,07/30/1976,,6201152,headwaters in vicinity of,282342.59,4233170.73,confl Little Cimarron River in,284132.66,4242731.81,,,"(38.306725, -107.468839)",7,2 (1/1 - 12/31),,Gunnison,Upper Gunnison
W-3328-77,4,40,"MOUNT GUNNISON LAKE #2, SOUTH",Lake,New Appropriation,03/09/1977,,4003650,na,,,na,,,4298015.82,294315.03,"(38.806944, -107.366667)",,,200,Gunnison,North Fork Gunnison
W-3033-76,5,37,BOOTH LAKE,Lake,New Appropriation,01/14/1976,,3703593,na,,,na,,,4395118.94,388137.02,"(39.698611, -106.304167)",,,60,Eagle,Eagle
79CW0115,2,11,Cottonwood Creek,Stream,New Appropriation,03/14/1979,,1103021,confl M&S Cottonwood Creeks at,392677.74,4296189.78,confl Arkansas River at,403016.55,4299207.06,,,"(38.828333, -106.109444)",7.5,20 (1/1 - 12/31),,Chaffee,Arkansas Headwaters
14CW3108,4,62,Little Cimarron River,Stream,Acquisition,,,,point u/s of Perrin Ditch hdgt at,,,confl Cimarron River at,,,,,,,,,,Upper Gunnison
W-1041-76,6,58,DINOSAUR LAKE,Lake,New Appropriation,03/17/1976,,5804356,na,,,na,,,4486023.08,356230.88,"(40.5125, -106.696389)",,,130,Routt,Upper Yampa
82CW0233,3,22,El Rito Azul,Stream,New Appropriation,10/07/1982,,2200805,headwaters at natural lake at,355385.97,4121012.23,confl Conejos River at,356317.10,4126928.23,,,"(37.2775, -106.62)",4.3,2 (1/1 - 12/31),,Conejos,"Conejos, Upper San Juan"
80CW0117,4,28,Razor Creek,Stream,New Appropriation,03/17/1980,,2801051,headwaters in vicinity of,367304.98,4241150.71,Forest Service boundary in,355120.19,4245153.86,,,"(38.342825, -106.657856)",13.5,1.5 (1/1 - 12/31),,Saguache,Tomichi
W-1076-76,6,58,MICA LAKE,Lake,New Appropriation,03/17/1976,,5804370,na,,,na,,,4520630.56,355862.17,"(40.823333, -106.708333)",,,31,Routt,Upper Yampa
84CW0154,3,20,Mesa Creek,Stream,New Appropriation,08/16/1982,,2001793,headwaters in vicinity of,314383.83,4201107.09,confl Big Spring Creek at,311093.34,4195611.41,,,"(37.888889, -107.148056)",4.1,1.5 (1/1 - 12/31),,"Hinsdale, Mineral",Rio Grande Headwaters
75W4271,2,11,Lake Creek,Stream,New Appropriation,05/01/1975,,1103055,Twin Lakes Res outlet in,386495.85,4326484.13,confl Arkansas River in,389205.31,4326204.03,,,"(39.077917, -106.280889)",1.4,15 (1/1 - 12/31),,Lake,Arkansas Headwaters
83CW0226,4,59,East River,Stream,New Appropriation,06/03/1982,,5901412,confl Copper Creek in,327604.32,4313585.01,confl Brush Creek at,334462.37,4305251.90,,,"(38.880556, -106.907778)",9.4,"15 (10/1 - 4/30), 25 (5/1 - 9/30)",,Gunnison,East-Taylor
80CW0107,4,59,Pass Creek,Stream,New Appropriation,03/17/1980,,5901404,headwaters in vicinity of,311310.08,4294439.07,confl Ohio Creek at,320765.11,4293465.93,,,"(38.771667, -107.0625)",6.8,3 (1/1 - 12/31),,Gunnison,Upper Gunnison
W-4351-75,2,11,BUCKEYE LAKE,Lake,New Appropriation,09/10/1975,,1103999,na,,,na,,,4354932.60,391995.97,"(39.341667, -106.255556)",,,8,Lake,Arkansas Headwaters
86CW0221,5,37,Gore Creek,Stream,New Appropriation,05/09/1986,,3702050,headwaters in vicinity of,397419.99,4384939.26,confl Black Gore Creek in,390068.93,4386985.63,,,"(39.625581, -106.280867)",7,5 (10/1 - 10/31),,Eagle,Eagle
76W3644,3,27,Benino Creek,Stream,New Appropriation,11/17/1976,,2700560,headwaters in,358260.39,4195850.84,confl Groundhog Creek in,362689.97,4193684.21,,,"(37.880308, -106.561358)",4.6,2 (1/1 - 12/31),,Saguache,Saguache
W-3077-76,5,37,BENCH LAKE #1,Lake,New Appropriation,01/14/1976,,3703536,na,,,na,,,4354525.95,371024.64,"(39.330556, -106.495833)",,,9,Pitkin,Eagle
90CW0193,1,6,Boulder Creek,Stream,Acquisition,09/06/1928,,,confl N & M Boulder Creeks in,465354.82,4428316.02,75th Street bridge in,484780.45,4433504.99,,,"(40.051647, -105.178433)",16.5,0.5 (1/1 - 12/31),,Boulder,St. Vrain
80CW0029,7,29,East Fork San Juan River,Stream,New Appropriation,01/30/1980,,2901903,confl Lane Creek at,340658.24,4142422.07,confl Sand Creek at,336509.33,4139496.97,,,"(37.387778, -106.846111)",3,"15 (4/1 - 8/31), 8 (9/1 - 3/31)",,"Archuleta, Mineral",Upper San Juan
89CW0182,5,53,South Fork Derby Creek,Stream,New Appropriation,07/11/1989,,5302018,headwaters in vicinity of,314596.84,4420848.29,hdgt South Derby Ditch in,323745.86,4418610.36,,,"(39.899256, -107.061733)",6.5,"2 (10/1 - 3/31), 4.5 (4/1 - 9/30)",,Eagle,Colorado Headwaters
82CW0214,3,22,Conejos River,Stream,New Appropriation,10/07/1982,,2200900,confl S Fork Conejos River in,369878.62,4120459.41,confl Elk Creek in,379043.80,4110127.87,,,"(37.129694, -106.361703)",10.8,"25 (10/1 - 4/30), 75 (5/1 - 9/30)",,Conejos,Conejos
W-3070-76,5,38,"PIERRE LAKE #4, UPPER",Lake,New Appropriation,01/14/1976,,3803861,na,,,na,,,4335353.49,320994.42,"(39.15, -107.069444)",,,170,Pitkin,Roaring Fork
80CW0534,5,38,MEXICAN CUT POND # 4,Lake,New Appropriation,03/17/1980,,3803763,na,,,na,,,4322006.98,321392.88,"(39.028889, -107.062778)",,,0.96,Gunnison,Roaring Fork
